,title,id,release_date,popularity,genre_ids
4268,The Killer Reserved Nine Seats,99438,1974-05-21,1.256086,"[9648, 53, 27]"
4269,Dirty Mary Crazy Larry,19017,1974-05-17,1.253354,"[28, 12, 80]"
4270,Bring Me the Head of Alfredo Garcia,11942,1974-08-14,1.251143,"[28, 80, 18, 53, 37]"
4271,Dark Star,1410,1974-04-01,1.247053,"[35, 878]"
4272,Ten Little Indians,4883,1974-09-24,1.237833,"[80, 18, 9648]"
4273,Schoolgirl Report Part 8: What Parents Must Never Know,70628,1974-11-28,1.237729,"[18, 35]"
4274,The Night Porter,26648,1974-04-03,1.235037,[18]
4275,Two Missionaries,11681,1974-12-21,1.233071,"[28, 12, 35]"
4276,Born Innocent,30671,1974-09-10,1.232439,"[18, 10770]"
4277,Köyden İndim Şehire,74302,1974-01-01,1.228264,"[35, 18]"
4278,The Woman with Red Boots,130647,1974-12-11,1.225959,"[35, 18, 14]"
4279,The Underage Girl,198380,1974-09-25,1.225555,"[35, 10749]"
4280,My Little Loves,64296,1974-12-18,1.220541,[18]
4281,Mahler,84922,1974-04-04,1.21828,"[18, 10402]"
4282,The Golden Fortress,164990,1974-12-27,1.213759,[]
4283,The Bod Squad,107010,1974-06-21,1.208565,"[28, 35]"
4284,The Terminal Man,32940,1974-06-19,1.20848,"[878, 53]"
4285,What Really Happened to Miss Jonas?,327019,1974-03-29,1.206353,[]
4286,Locusts,252932,1974-10-10,1.206262,[18]
4287,"Vincent, Francois, Paul and the Others",42454,1974-10-23,1.204883,[18]
4288,Alice in the Cities,2204,1974-05-17,1.200356,[18]
4289,Sandakan No. 8,12470,1974-11-02,1.197507,[18]
4290,Going Places,4031,1974-05-13,1.196965,"[35, 18]"
4291,The Golden Lotus,50146,1974-01-17,1.194182,"[10749, 28, 18]"
4292,The Beast Must Die,40218,1974-04-01,1.193616,"[27, 9648]"
4293,Blood on the Streets,60181,1974-10-23,1.192812,"[28, 80, 18]"
4294,Salak Milyoner,110033,1974-01-01,1.192206,[]
4295,Rookies Go to War,62662,1974-01-01,1.188494,[35]
4296,It's Alive,28153,1974-10-15,1.188254,[27]
4297,Jacob the Liar,2200,1974-12-22,1.188216,"[18, 35, 36, 10769]"
4298,Blood for Dracula,25944,1974-08-13,1.187086,[27]
4299,Return of the Street Fighter,40812,1974-04-27,1.187028,"[28, 10769]"
4300,The Exorcist,9552,1973-12-26,3.521316,"[18, 27, 53]"
4301,Live and Let Die,253,1973-07-05,3.339245,"[12, 28, 53]"
4302,Robin Hood,11886,1973-11-08,3.128168,"[16, 10751]"
4303,14 and Under,80295,1973-08-16,3.025369,"[10749, 35]"
4304,The Friends of Eddie Coyle,25680,1973-06-26,2.929484,"[80, 18]"
4305,Mean Streets,203,1973-10-02,2.300909,"[18, 80]"
4306,Serpico,9040,1973-12-05,2.27383,"[80, 18, 36]"
4307,American Graffiti,838,1973-08-01,2.259369,"[35, 18]"
4308,The Sting,9277,1973-12-25,2.173921,"[35, 80, 18]"
4309,The Three Musketeers,2926,1973-12-11,2.139405,"[28, 12, 35, 18]"
4310,The Way We Were,10236,1973-10-17,2.110413,"[18, 10749]"
4311,High Plains Drifter,11901,1973-04-19,1.994419,[37]
4312,Battle for the Planet of the Apes,1705,1973-06-14,1.945843,"[28, 878]"
4313,Enter the Dragon,9461,1973-08-17,1.893626,"[80, 53, 28]"
4314,Walking Tall,25473,1973-02-22,1.856709,"[28, 80, 18]"
4315,Don't Look Now,931,1973-12-03,1.847761,"[53, 18, 27]"
4316,Westworld,2362,1973-10-22,1.816525,"[28, 12, 18, 27, 878, 53, 37]"
4317,The Day of the Jackal,4909,1973-05-15,1.77325,"[28, 53]"
4318,Jesus Christ Superstar,12545,1973-08-15,1.748084,"[18, 36, 10402]"
4319,The Vault of Horror,53868,1973-03-16,1.735679,[27]
4320,My Name Is Nobody,9474,1973-12-13,1.718483,"[35, 37]"
4321,Badlands,3133,1973-10-15,1.660255,"[80, 18]"
4322,Ivan Vasilyevich Changes His Profession,20803,1973-09-17,1.648042,"[35, 878]"
4323,The Golden Voyage of Sinbad,17897,1973-12-20,1.638355,"[28, 12, 18, 10751, 14]"
4324,Paper Moon,11293,1973-05-09,1.618006,"[35, 80, 18]"
4325,World on a Wire,53094,1973-10-14,1.585786,"[80, 18, 878, 53]"
4326,Cahill U.S. Marshal,30708,1973-07-11,1.585484,"[18, 37]"
4327,The Holy Mountain,8327,1973-05-01,1.577085,[18]
4328,Coffy,22021,1973-06-13,1.5768,"[53, 28, 12, 18, 80]"
4329,Turkish Delight,21035,1973-02-22,1.574311,"[18, 10749]"
4330,The Long Goodbye,1847,1973-03-07,1.571759,"[53, 80, 18, 9648]"
4331,Schoolgirl Report Part 5: What All Parents Should Know,70609,1973-04-13,1.558737,"[10749, 18]"
4332,Magnum Force,10648,1973-12-24,1.544592,"[28, 80, 53]"
4333,Fantastic Planet,16306,1973-05-01,1.542566,"[16, 14, 878]"
4334,La Grande Bouffe,10102,1973-05-17,1.53112,"[18, 35]"
4335,Flesh for Frankenstein,3043,1973-11-30,1.526846,[27]
4336,40 Carats,42456,1973-06-28,1.520724,"[10749, 35]"
4337,Madraset El Moshaghbeen,57004,1973-06-15,1.506815,[35]
4338,Güllü Geliyor Güllü,110030,1973-01-01,1.501794,[]
4339,Soylent Green,12101,1973-04-19,1.499968,"[9648, 878, 53]"
4340,The Wicker Man,16307,1973-12-01,1.491453,"[27, 53, 9648]"
4341,İkibin Yılın Sevgilisi,300963,1973-01-01,1.478675,[]
4342,The Mad Adventures of Rabbi Jacob,760,1973-10-18,1.472489,[35]
4343,White Lightning,4984,1973-08-06,1.432854,"[18, 28, 80]"
4344,Amarcord,7857,1973-12-13,1.419077,"[35, 18]"
4345,A Pain in the Ass,11670,1973-09-20,1.415101,[35]
4346,Belladonna of Sadness,64847,1973-01-01,1.412057,"[16, 18, 14, 10402]"
4347,Thriller: A Cruel Picture,15018,1973-05-01,1.407035,"[27, 53]"
4348,The Bamboo House of Dolls,40029,1973-12-21,1.40312,"[28, 18, 27, 10752]"
4349,Cleopatra Jones,26196,1973-07-13,1.392677,"[53, 28, 80]"
4350,Papillon,5924,1973-12-13,1.380323,"[80, 18]"
4351,Theatre of Blood,28498,1973-03-15,1.375646,"[35, 27]"
4352,Seduction,80601,1973-01-01,1.362816,[18]
4353,The Case of the Smiling Stiffs,126397,1973-10-17,1.362686,"[27, 35]"
4354,Scarecrow,31587,1973-04-11,1.315781,"[18, 53]"
4355,Sex Farm,292999,1973-01-01,1.309261,[18]
4356,Sisters,22307,1973-03-27,1.306751,"[27, 53]"
4357,Charlotte's Web,15171,1973-03-01,1.305631,"[16, 18, 10751]"
4358,Sleeper,11561,1973-12-17,1.304618,"[878, 35, 10749]"
4359,Little Miss Innocence,337021,1973-06-15,1.300766,"[53, 18]"
4360,The Mack,29515,1973-04-04,1.293633,"[28, 18, 53]"
4361,Sessomatto,180719,1973-12-19,1.286879,[35]
4362,Lady Snowblood,2487,1973-12-01,1.286756,"[28, 18, 53]"
4363,The Demons,86645,1973-02-05,1.283754,[27]
4364,The Offence,32615,1973-01-11,1.279903,"[18, 80]"
4365,Canım Kardeşim,80841,1973-01-01,1.277461,[]
4366,Pat Garrett & Billy the Kid,11577,1973-05-23,1.273334,[37]
4367,Swap Meet at the Love Shack,264968,1973-08-31,1.269703,[35]
4368,A Touch of Class,42458,1973-01-01,1.268354,"[35, 10749]"
4369,Curse of the Devil,40347,1973-10-30,1.26386,[27]
4370,Three Wishes for Cinderella,8703,1973-11-01,1.261936,"[14, 18, 10751, 12, 10749]"
4371,Hunchback of the Morgue,28409,1973-07-13,1.258892,[27]
4372,The Crazies,29425,1973-03-16,1.257694,"[28, 18, 27, 53]"
4373,Day for Night,1675,1973-05-24,1.257682,"[35, 18]"
4374,Sixteen,290004,1973-11-15,1.25528,[18]
4375,Sinner: The Secret Diary of a Nymphomaniac,203474,1973-06-21,1.255113,[18]
4376,Sassy Sue,76405,1973-10-01,1.252925,[35]
4377,Only Old Men Are Going to Battle,37129,1973-06-06,1.251516,"[10752, 18, 35]"
4378,College Girls: Sex Equation,234086,1973-01-13,1.25,[]
4379,Black Snake,5656,1973-01-01,1.247181,[12]
4380,On the Trail of the Bremen Town Musicians,70061,1973-02-02,1.243225,"[16, 12, 10751]"
4381,Boachi Bushido: Code of the Forgotten Eight,89552,1973-01-01,1.23889,[28]
4382,The Last Days of Man on Earth,42471,1973-01-01,1.229265,"[35, 53, 878, 10769]"
4383,"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity",34326,1973-01-13,1.224539,"[28, 18, 80]"
4384,The Kyoto Connection,76942,1973-03-03,1.223782,"[18, 28]"
4385,Chino,73984,1973-09-14,1.220398,"[28, 37, 10769]"
4386,Dillinger,28110,1973-07-20,1.219258,"[28, 80, 18]"
4387,"Black Mama, White Mama",28797,1973-01-19,1.218931,[28]
4388,Lone Wolf and Cub: Baby Cart in the Land of Demons,41482,1973-01-01,1.217058,"[28, 10769]"
4389,The Devil's Wedding Night,74831,1973-04-01,1.2151,[27]
4390,Now Where Did the Seventh Company Get to?,93289,1973-01-01,1.213418,"[10752, 28, 35]"
4391,The Day of the Dolphin,42470,1973-12-19,1.21338,"[28, 80, 18, 878, 53]"
4392,The Man Who Loved Cat Dancing,42472,1973-06-28,1.210658,[37]
4393,Blue Summer,30485,1973-11-20,1.209019,"[35, 18]"
4394,Psychomania,48350,1973-01-05,1.208799,"[27, 10769]"
4395,The Four Charlots Musketeers,47157,1973-02-12,1.207492,"[35, 12]"
4396,Charley Varrick,27331,1973-09-19,1.207061,"[28, 80, 18, 53]"
4397,Breezy,40374,1973-11-18,1.204296,"[18, 10749]"
4398,The Train Robbers,40682,1973-02-07,1.204068,"[28, 37]"
4399,Bedside Romance,24956,1973-01-01,1.201702,"[35, 10749]"
4400,The Godfather,238,1972-03-14,6.920227,"[18, 80]"
4401,For Love One Dies,294082,1972-01-01,2.878779,"[10749, 18]"
4402,The King of Marvin Gardens,50627,1972-10-12,2.166624,[18]
4403,Solaris,593,1972-03-20,2.146391,"[18, 878, 12, 9648]"
4404,Junior Bonner,5927,1972-08-02,2.116544,"[28, 18, 37]"
4405,Schoolgirl Report Part 3: What Parents Find Unthinkable,36885,1972-02-17,2.063126,"[35, 18]"
4406,Last Tango in Paris,1643,1972-10-14,2.053341,"[18, 10749]"
4407,Cries and Whispers,10238,1972-12-21,2.009682,[18]
4408,Deliverance,10669,1972-07-30,2.008242,"[18, 12, 53]"
4409,1776,14902,1972-11-09,2.002162,"[18, 35, 36, 10402]"
4410,Conquest of the Planet of the Apes,1688,1972-06-29,1.94261,"[28, 878]"
4411,Fist of Fury,11713,1972-03-22,1.889704,"[18, 28, 53]"
4412,Jeremiah Johnson,11943,1972-09-10,1.864849,"[28, 18, 37]"
4413,The Discreet Charm of the Bourgeoisie,4593,1972-09-15,1.85062,[35]
4414,Horror Express,32613,1972-09-30,1.829645,[27]
4415,The Rendezvous,254584,1972-03-28,1.767189,[18]
4416,The Getaway,5916,1972-12-13,1.692246,"[28, 80, 53]"
4417,The Tall Blond Man with One Black Shoe,12089,1972-12-06,1.685597,"[35, 9648]"
4418,Frogs,18274,1972-03-10,1.684906,"[27, 9648]"
4419,Vampire Circus,29960,1972-04-30,1.676846,[27]
4420,Aguirre: The Wrath of God,2000,1972-12-29,1.665842,"[12, 18, 36]"
4421,Cabaret,10784,1972-02-13,1.569616,"[18, 10402, 10749]"
4422,New Mischief by Emil,11946,1972-10-21,1.536891,"[35, 10751]"
4423,The Poseidon Adventure,551,1972-12-01,1.531314,"[28, 12]"
4424,All the Way Boys,1721,1972-12-22,1.524434,"[12, 28, 35]"
4425,State of Siege,91487,1972-12-30,1.524157,"[18, 53]"
4426,Frenzy,573,1972-05-25,1.505202,"[80, 18, 9648, 53]"
4427,The Way of the Dragon,9462,1972-06-01,1.500899,"[28, 80]"
4428,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,11624,1972-08-06,1.483718,[35]
4429,"Play It Again, Sam",11610,1972-05-04,1.477109,"[35, 18, 10749]"
4430,Silent Running,811,1972-03-09,1.466731,"[12, 18, 878]"
4431,Dr. Phibes Rises Again,18250,1972-07-01,1.458653,"[35, 27]"
4432,The Last House on the Left,15516,1972-01-01,1.426695,"[27, 53]"
4433,She Devils of the SS,86493,1972-12-31,1.418675,"[18, 10752]"
4434,Boxcar Bertha,22784,1972-06-14,1.417271,"[80, 18, 10749, 53]"
4435,Roma,11035,1972-03-14,1.408622,"[35, 18]"
4436,Anita,47397,1972-12-30,1.397362,[18]
4437,Night Hair Child,112355,1972-10-14,1.385787,"[27, 18, 53]"
4438,Carry On Matron,24571,1972-05-05,1.384542,[35]
4439,Female Prisoner #701: Scorpion,71138,1972-08-01,1.369972,[80]
4440,Dracula A.D. 1972,33020,1972-09-28,1.364001,[27]
4441,Cemo,413402,1972-12-01,1.339243,"[53, 18, 10749, 80]"
4442,The Harder They Come,7514,1972-09-01,1.33542,"[18, 28, 80, 10769]"
4443,Fuzz,4986,1972-07-14,1.334091,"[35, 80, 18]"
4444,The Genesis Children,47094,1972-08-01,1.333462,[18]
4445,Toys Are Not for Children,88368,1972-05-31,1.329185,[18]
4446,Man of La Mancha,45793,1972-12-20,1.326044,"[28, 10402]"
4447,Joe Kidd,14881,1972-07-14,1.322811,[37]
4448,Schoolgirl Report Part 4: What Drives Parents to Despair,36886,1972-09-28,1.321195,"[18, 35]"
4449,Ludwig,3478,1972-12-29,1.31824,"[18, 36]"
4450,The Canterbury Tales,5691,1972-07-01,1.31139,"[35, 18]"
4451,Chato's Land,26119,1972-01-01,1.301709,"[28, 12, 37]"
4452,"What's Up, Doc?",6949,1972-03-09,1.295278,"[35, 10749]"
4453,The Gore Gore Girls,28170,1972-12-15,1.289337,"[35, 27, 9648]"
4454,Tatli Dillim,110028,1972-01-01,1.287562,"[35, 10749]"
4455,"Brother Sun, Sister Moon",2587,1972-03-03,1.287382,"[10752, 18, 36]"
4456,The Troubles of Alfred,67420,1972-03-01,1.28299,[35]
4457,The Bitter Tears of Petra von Kant,10310,1972-10-05,1.279038,[18]
4458,The Candidate,21711,1972-08-23,1.271606,"[35, 18]"
4459,Pink Floyd: Live at Pompeii,25771,1972-08-31,1.270544,"[10402, 99]"
4460,"Look Homeward, Angel",249984,1972-01-01,1.270463,[]
4461,Chikan 365,233895,1972-12-01,1.265877,[]
4462,What?,81522,1972-12-07,1.256481,[35]
4463,Tintin and the Lake of Sharks,241004,1972-12-13,1.255547,"[12, 9648, 10751, 16]"
4464,Avanti!,12530,1972-12-17,1.253665,"[35, 18, 10749]"
4465,Sleuth,993,1972-12-10,1.248886,"[53, 9648]"
4466,The Magnificent Seven Ride!,43417,1972-08-01,1.248877,"[28, 37]"
4467,Firmafesten,139195,1972-10-04,1.244075,[]
4468,Caliber 9,40022,1972-02-15,1.24381,"[28, 80]"
4469,Smile Before Death,105113,1972-05-03,1.241718,"[80, 27, 9648]"
4470,L'aventure c'est l'aventure,34280,1972-05-04,1.240132,"[12, 35]"
4471,Elegy,163855,1972-01-01,1.236995,[18]
4472,The Heartbreak Kid,40687,1972-12-17,1.234545,"[35, 10749]"
4473,The Great Northfield Minnesota Raid,27349,1972-05-12,1.228487,"[28, 37]"
4474,What Have You Done to Solange?,6591,1972-03-09,1.228188,"[9648, 53]"
4475,The Tobacco Captain,65127,1972-12-31,1.220536,"[36, 35]"
4476,Byleth,104970,1972-05-31,1.220523,"[18, 27]"
4477,Slaughterhouse-Five,24559,1972-03-15,1.219536,"[35, 18, 14, 878]"
4478,Love in the Afternoon,12116,1972-08-21,1.218708,"[18, 10749]"
4479,One-Armed Boxer,49967,1972-08-02,1.217655,"[28, 12]"
4480,Asylum,25993,1972-11-17,1.216911,"[27, 53, 9648]"
4481,Prime Cut,27292,1972-06-28,1.215852,"[28, 80, 18]"
4482,Shaft's Big Score!,493,1972-06-08,1.215043,"[28, 12, 80, 9648]"
4483,The Culpepper Cattle Co.,42490,1972-04-15,1.213224,[37]
4484,Fritz the Cat,12593,1972-04-12,1.213154,"[16, 35, 18]"
4485,Don't Torture a Duckling,49361,1972-09-29,1.20951,[27]
4486,Daddy's Deadly Darling,89351,1972-04-07,1.20729,[27]
4487,Lone Wolf and Cub: Sword of Vengeance,41471,1972-04-01,1.206397,"[18, 28]"
4488,Lone Wolf and Cub: Baby Cart in Peril,41477,1972-11-15,1.20405,"[28, 10769]"
4489,The Water Margin,43672,1972-03-17,1.202127,"[28, 18]"
4490,Carry On Abroad,19252,1972-12-01,1.201602,[35]
4491,Erotic Moments,291525,1972-09-08,1.2,[]
4492,The Boxer from Shantung,50569,1972-02-11,1.197985,[28]
4493,Nurses Report,119599,1972-10-27,1.196837,[35]
4494,Sounder,42489,1972-09-24,1.195274,[18]
4495,The Mechanic,19403,1972-10-06,1.192603,"[28, 80, 53]"
4496,Indian Summer,47251,1972-10-27,1.192511,[18]
4497,The Goat Horn,66565,1972-10-04,1.190572,[18]
4498,The Doberman Gang,32061,1972-01-01,1.188805,"[28, 35, 80]"
4499,Pink Flamingos,692,1972-03-12,1.184283,[35]
4500,A Clockwork Orange,185,1971-12-18,4.070057,"[878, 18]"
4501,Diamonds Are Forever,681,1971-12-13,2.666244,"[12, 28, 53, 878]"
4502,Dirty Harry,984,1971-12-22,2.469363,"[28, 80, 53]"
4503,Willy Wonka & the Chocolate Factory,252,1971-06-29,2.441898,"[10751, 14]"
4504,Play Misty for Me,15393,1971-11-03,2.346579,"[80, 18, 10749, 53]"
4505,The Andromeda Strain,10514,1971-03-12,2.341115,"[878, 53]"
4506,Blade of the Ripper,30903,1971-01-15,2.327297,"[27, 80, 9648]"
4507,Escape from the Planet of the Apes,1687,1971-05-20,2.018053,"[28, 878]"
4508,Summer of '42,41357,1971-04-09,1.99723,"[35, 18, 10749]"
4509,The Big Boss,12481,1971-10-02,1.944685,[28]
4510,The Omega Man,11234,1971-08-01,1.923976,"[28, 878, 53]"
4511,The French Connection,1051,1971-10-09,1.906,"[28, 80, 53]"
4512,Walkabout,36040,1971-07-01,1.77124,"[12, 18]"
4513,Bedknobs and Broomsticks,12335,1971-10-07,1.752828,"[12, 14, 16, 35, 10751, 10402]"
4514,Fiddler on the Roof,14811,1971-11-03,1.744541,"[18, 10402, 10749]"
4515,Straw Dogs,994,1971-12-29,1.70716,"[80, 18, 53, 9648]"
4516,The Sex Adventures of the Three Musketeers,264959,1971-02-16,1.675949,"[12, 35]"
4517,THX 1138,636,1971-03-11,1.622797,"[18, 9648, 878, 53]"
4518,Duel,839,1971-11-10,1.590672,"[27, 28, 9648, 53]"
4519,Vanishing Point,11951,1971-01-15,1.584375,"[28, 53, 18]"
4520,The Panic in Needle Park,27554,1971-07-13,1.540903,"[18, 10749]"
4521,Schoolgirl Report Part 2: What Keeps Parents Awake at Night,36887,1971-08-26,1.534004,[18]
4522,The Tragedy of Macbeth,11316,1971-10-13,1.521279,"[10752, 18, 36]"
4523,W.R. - Mysteries of the Organism,42529,1971-10-13,1.499537,"[18, 14, 35]"
4524,Big Jake,21717,1971-05-26,1.49057,"[28, 37]"
4525,Hannie Caulder,31283,1971-11-08,1.465138,"[18, 37, 80]"
4526,Blue Sextet,129195,1971-06-01,1.453957,[]
4527,Valdez Is Coming,21242,1971-04-09,1.451016,[37]
4528,Sunday Bloody Sunday,45938,1971-07-01,1.435984,[18]
4529,La Vacanza,138273,1971-09-04,1.420367,[]
4530,"Duck, You Sucker",336,1971-10-20,1.415634,[37]
4531,Don't Deliver Us from Evil,61683,1971-04-05,1.412719,"[27, 18]"
4532,Le Mans,5920,1971-06-23,1.396261,"[28, 18]"
4533,The Nightcomers,42526,1971-01-01,1.394306,"[18, 27, 53]"
4534,A Touch of Zen,44154,1971-11-17,1.388859,[28]
4535,Bananas,11302,1971-04-28,1.381655,[35]
4536,And Now for Something Completely Different,9267,1971-09-28,1.372384,[35]
4537,Apartment Wife: Affair In the Afternoon,143440,1971-11-20,1.369613,[]
4538,Jo,12598,1971-09-01,1.366439,[35]
4539,Bedside Dentist,24958,1971-09-03,1.363966,"[10749, 35]"
4540,Lawman,42500,1971-01-01,1.360125,"[28, 37]"
4541,Gentlemen of Fortune,20871,1971-12-13,1.34052,"[35, 80, 18]"
4542,Trafic,11378,1971-04-16,1.332039,[35]
4543,Harold and Maude,343,1971-12-20,1.330673,"[35, 18, 10749]"
4544,Shaft,482,1971-07-02,1.321264,"[12, 28, 53, 80]"
4545,Carnal Knowledge,36492,1971-10-21,1.320522,[18]
4546,Blood from the Mummy's Tomb,39263,1971-06-16,1.314465,[27]
4547,The Love Garden,160842,1971-01-01,1.313489,[]
4548,Blackie the Pirate,52721,1971-03-12,1.307061,"[35, 28, 12]"
4549,Murmur of the Heart,42501,1971-01-01,1.303456,"[35, 18, 10749]"
4550,The Emigrants,40732,1971-03-08,1.297018,"[12, 18]"
4551,The House That Dripped Blood,39261,1971-06-16,1.290291,"[27, 9648]"
4552,A Man Called Django!,56514,1971-09-29,1.288993,"[28, 37]"
4553,The Last Picture Show,25188,1971-10-03,1.288271,[18]
4554,"Mary, Queen of Scots",46067,1971-12-22,1.286353,"[18, 36]"
4555,Sevmek ve Ölmek Zamanı,69451,1971-07-12,1.282001,[10749]
4556,Dr Jekyll & Sister Hyde,30855,1971-10-17,1.275351,[27]
4557,Four Flies on Grey Velvet,30689,1971-12-17,1.267124,"[27, 53]"
4558,The Swingin' Stewardesses,70479,1971-11-19,1.266715,[35]
4559,The Working Class Goes to Paradise,56231,1971-09-17,1.261585,[18]
4560,Two-Lane Blacktop,27236,1971-07-07,1.25423,[18]
4561,The Mephisto Waltz,40158,1971-04-09,1.252832,[27]
4562,Johnny Got His Gun,16328,1971-08-04,1.247282,"[10752, 18]"
4563,The Legend of Frenchie King,64345,1971-12-16,1.239026,"[35, 37]"
4564,Frustration,220897,1971-10-26,1.238932,[18]
4565,The Cat in the Hat,43580,1971-03-10,1.235145,"[10770, 16, 10751]"
4566,Daisy Town,52761,1971-11-01,1.235082,"[16, 35, 37]"
4567,Friends,4156,1971-03-24,1.233898,"[18, 10749]"
4568,Doc,83147,1971-08-01,1.22866,[37]
4569,Doctors' Wives,200236,1971-02-03,1.227895,[18]
4570,Modern Porno Tale: Inherited Sex Mania,143638,1971-12-17,1.22705,[]
4571,McCabe & Mrs. Miller,29005,1971-06-24,1.225737,[37]
4572,Jane Eyre,131313,1971-06-04,1.223929,[]
4573,The Return of Count Yorga,28855,1971-08-18,1.223614,[27]
4574,Man in the Wilderness,46845,1971-11-24,1.22178,"[12, 18, 37]"
4575,Countess Dracula,39043,1971-01-31,1.216637,[27]
4576,Get Carter,1485,1971-03-03,1.213561,"[80, 53]"
4577,The Million Dollar Duck,22777,1971-06-30,1.213169,"[35, 10751]"
4578,Pinocchio,28779,1971-01-01,1.212475,[]
4579,Red Sun,11842,1971-09-15,1.21144,"[28, 37]"
4580,Death Walks on High Heels,77029,1971-11-19,1.209511,"[9648, 53]"
4581,Exposed,72615,1971-08-23,1.208225,"[53, 18, 10749]"
4582,Klute,466,1971-06-21,1.207521,[9648]
4583,Delusions of Grandeur,14257,1971-04-01,1.206962,"[35, 36]"
4584,Der Seewolf,152565,1971-12-05,1.2067,[12]
4585,Emil in Lonneberga,11945,1971-12-04,1.205262,"[35, 10751]"
4586,Perched on a Tree,11914,1971-04-13,1.204873,[35]
4587,Sweet Sweetback's Baadasssss Song,5822,1971-04-23,1.200775,"[28, 18, 10749]"
4588,A Touch of Sweden,426695,1971-11-23,1.199928,[]
4589,Villain,30341,1971-05-26,1.199894,"[53, 80, 18]"
4590,Requiem for a Vampire,29111,1971-08-01,1.199418,[27]
4591,The Shiver of the Vampires,29129,1971-04-21,1.193003,"[27, 10769]"
4592,Yesenia,76378,1971-09-11,1.191541,"[10749, 18]"
4593,The Cult,129761,1971-02-26,1.190412,[18]
4594,The Beguiled,31906,1971-03-31,1.186207,"[37, 18, 10749, 10752]"
4595,Short Night of Glass Dolls,39993,1971-10-21,1.18549,"[27, 9648, 53]"
4596,Trinity is Still My Name,11829,1971-10-21,1.184587,"[35, 37]"
4597,"Throw Away Your Books, Rally in the Streets",104549,1971-04-24,1.18309,"[18, 10402]"
4598,The Cat o' Nine Tails,27431,1971-02-11,1.181401,"[27, 9648, 53]"
4599,A Lizard in a Woman's Skin,63025,1971-02-17,1.179893,"[27, 53, 9648]"
4600,The Aristocats,10112,1970-12-23,3.892574,"[16, 35, 10751, 12]"
4601,Beneath the Planet of the Apes,1685,1970-05-01,2.80576,"[12, 878, 9648]"
4602,Patton,11202,1970-01-25,2.29812,"[18, 36, 10752]"
4603,Kelly's Heroes,11589,1970-06-22,2.117584,"[12, 35, 10752]"
4604,Little Big Man,11040,1970-12-14,2.066704,"[28, 35, 18, 37]"
4605,They Call Me Trinity,9394,1970-12-22,1.836297,"[28, 35, 37]"
4606,Le Cercle Rouge,11657,1970-10-19,1.779875,"[18, 53, 80]"
4607,Taste the Blood of Dracula,29748,1970-05-07,1.737546,[27]
4608,M*A*S*H,651,1970-01-24,1.669374,"[35, 18, 10752]"
4609,Love Story,9062,1970-12-16,1.661061,"[18, 10749]"
4610,Scars of Dracula,34479,1970-11-08,1.655136,[27]
4611,Colossus: The Forbin Project,14801,1970-04-08,1.632332,"[878, 53]"
4612,The Conformist,8416,1970-10-21,1.584011,[18]
4613,Rio Lobo,26593,1970-12-18,1.573607,"[28, 37]"
4614,Waterloo,33157,1970-10-26,1.573314,"[36, 28, 18]"
4615,Ryan's Daughter,38953,1970-12-09,1.567889,"[18, 10749]"
4616,The Wife Swappers,144855,1970-09-09,1.564692,"[35, 18]"
4617,Pippi in the South Seas,12127,1970-01-24,1.555879,"[12, 10751]"
4618,Too Late the Hero,31935,1970-05-20,1.545246,"[18, 28, 10752]"
4619,Five Easy Pieces,26617,1970-09-12,1.543354,[18]
4620,Airport,10671,1970-03-05,1.504472,"[28, 18, 53]"
4621,Two Mules for Sister Sara,11916,1970-06-16,1.499026,[37]
4622,Tora! Tora! Tora!,11165,1970-01-26,1.466547,"[36, 28, 18, 12, 10752]"
4623,The Molly Maguires,42345,1970-01-27,1.454422,"[18, 36]"
4624,Borsalino,25251,1970-05-19,1.422177,"[80, 18]"
4625,The Gendarme Takes Off,11913,1970-10-28,1.396949,[35]
4626,Catch-22,10364,1970-06-24,1.388328,"[10752, 35, 18]"
4627,Eden and After,104239,1970-04-20,1.376139,"[18, 14, 27]"
4628,The Confession,60859,1970-04-29,1.375887,[18]
4629,Pippi on the Run,11626,1970-11-13,1.370479,[10751]
4630,The Private Life of Sherlock Holmes,5185,1970-10-29,1.370399,"[12, 35, 80, 9648, 10749, 53]"
4631,Bedroom Mazurka,24943,1970-08-30,1.363551,[35]
4632,"Count Yorga, Vampire",28733,1970-06-10,1.348464,[27]
4633,Soldier Blue,14384,1970-08-12,1.341559,"[28, 18, 10749, 37]"
4634,Jungle Erotic,106678,1970-11-01,1.339672,"[12, 18]"
4635,Scrooge,13765,1970-11-05,1.328825,"[14, 18, 10751]"
4636,Bloody Mama,31581,1970-03-24,1.321933,"[28, 18, 53]"
4637,Chisum,38765,1970-07-23,1.321751,"[28, 37]"
4638,Zabriskie Point,2998,1970-02-09,1.317918,"[18, 10749]"
4639,Josefine Mutzenbacher,222953,1970-08-20,1.304834,[]
4640,Rider on the Rain,27889,1970-01-21,1.304608,"[53, 80]"
4641,Sunflower,1863,1970-03-14,1.30204,"[18, 10752]"
4642,No Place to Hide,174383,1970-12-22,1.295047,"[80, 53, 18]"
4643,The Things of Life,3423,1970-03-13,1.291105,[18]
4644,This Transient Life,104452,1970-08-08,1.28886,[18]
4645,They Call Me Mister Tibbs!,34732,1970-07-10,1.283697,"[18, 28, 53]"
