,title,id,release_date,popularity,genre_ids
379,The Wind Rises,149870,2013-07-20,2.819155,[16]
380,Young Detective Dee: Rise of the Sea Dragon,217923,2013-09-27,2.784393,"[28, 80, 14, 12]"
381,Underdogs,153158,2013-07-18,2.780602,"[16, 12, 10749]"
382,The Spectacular Now,157386,2013-08-02,2.7775,"[35, 18, 10749]"
383,Battle of the Damned,185471,2013-07-25,2.710051,"[28, 878, 12]"
384,The Necessary Death of Charlie Countryman,41602,2013-02-09,2.673991,"[28, 35, 18, 10749, 53]"
385,Homefront,204082,2013-11-27,2.62589,"[28, 53]"
386,The Keeper of Lost Causes,196024,2013-10-03,2.624516,"[53, 9648, 80]"
387,Anchorman 2: The Legend Continues,109443,2013-12-18,2.620834,[35]
388,Dead Man Down,102362,2013-03-08,2.600389,"[53, 28, 80, 18]"
389,I Spit on Your Grave 2,207768,2013-08-25,2.599174,"[53, 27, 80]"
390,Welcome to the Punch,93828,2013-03-15,2.58856,"[28, 12, 80]"
391,Jobs,115782,2013-08-16,2.586136,"[18, 36]"
392,Love Lesson,286687,2013-12-05,2.5586,"[10749, 18]"
393,47 Ronin,64686,2013-12-06,2.557902,"[28, 12, 14]"
394,Europa Report,174772,2013-06-27,2.531733,"[878, 53]"
395,White House Down,117251,2013-06-27,2.510262,"[28, 18, 53]"
396,The Butler,132363,2013-08-16,2.48993,[18]
397,Breaking the Girls,136850,2013-07-26,2.480748,"[80, 53]"
398,Khumba,172391,2013-07-18,2.463979,"[16, 12, 10751]"
399,42,109410,2013-04-12,2.457868,[18]
400,The Avengers,24428,2012-04-25,11.925255,"[878, 28, 12]"
401,The Dark Knight Rises,49026,2012-07-16,9.330964,"[28, 80, 18, 53]"
402,The Hobbit: An Unexpected Journey,49051,2012-11-26,7.950432,"[12, 14, 28]"
403,Django Unchained,68718,2012-12-25,7.572842,"[18, 37]"
404,The Amazing Spider-Man,1930,2012-06-27,6.952458,"[28, 12, 14]"
405,Skyfall,37724,2012-10-25,6.562762,"[28, 12, 53]"
406,The Hunger Games,70160,2012-03-12,6.376586,"[878, 12, 14]"
407,Life of Pi,87827,2012-11-20,5.650928,"[12, 18, 28]"
408,Ted,72105,2012-06-29,5.64708,"[35, 14]"
409,Prometheus,70981,2012-05-30,5.533844,"[878, 12, 9648]"
410,Ice Age: Continental Drift,57800,2012-06-26,4.75591,"[16, 35, 12, 10751]"
411,Looper,59967,2012-09-26,4.496455,"[28, 53, 878]"
412,21 Jump Street,64688,2012-03-12,4.458976,"[28, 35, 80]"
413,Underworld: Awakening,52520,2012-01-19,4.34674,"[14, 28, 27]"
414,Men in Black 3,41154,2012-05-23,4.170806,"[28, 35, 878]"
415,Jack Reacher,75780,2012-12-20,4.070923,"[80, 18, 53]"
416,The Perks of Being a Wallflower,84892,2012-09-20,4.070496,"[18, 10749]"
417,The Twilight Saga: Breaking Dawn - Part 2,50620,2012-11-13,4.0511,"[12, 14, 18, 10749]"
418,Brave,62177,2012-06-21,4.049148,"[16, 12, 35, 10751, 28, 14]"
419,Hotel Transylvania,76492,2012-09-20,4.041853,"[16, 35, 10751, 14]"
420,Flight,87502,2012-11-02,4.037668,[18]
421,Silver Linings Playbook,82693,2012-09-08,3.990107,"[18, 35, 10749]"
422,The Bourne Legacy,49040,2012-08-08,3.93623,"[28, 53]"
423,Wreck-It Ralph,82690,2012-11-01,3.853236,"[10751, 16, 35, 12]"
424,Argo,68734,2012-10-11,3.826603,"[18, 53]"
425,Kon-Tiki,70667,2012-08-24,3.780118,"[12, 36]"
426,John Carter,49529,2012-03-07,3.650421,"[28, 12, 878]"
427,Cloud Atlas,83542,2012-10-26,3.587943,"[18, 878]"
428,The Cabin in the Woods,22970,2012-04-12,3.584482,"[27, 53]"
429,LOL,80271,2012-02-10,3.534624,"[18, 35, 10749]"
430,Upside Down,58244,2012-09-27,3.489775,"[10749, 878, 18, 14]"
431,Snow White and the Huntsman,58595,2012-05-30,3.48203,"[12, 14, 18]"
432,Rise of the Guardians,81188,2012-11-21,3.472525,"[14, 16, 10751]"
433,The Expendables 2,76163,2012-08-08,3.459591,"[28, 12, 53]"
434,Total Recall,64635,2012-08-02,3.397986,"[28, 878, 12, 53]"
435,American Reunion,71552,2012-04-04,3.279792,[35]
436,Young & Wild,84354,2012-03-29,3.265229,"[35, 18]"
437,The Impossible,80278,2012-09-09,3.234048,"[28, 18]"
438,Taken 2,82675,2012-09-27,3.218236,"[28, 53, 80, 18]"
439,Sinister,82507,2012-03-29,3.211231,"[27, 53, 9648]"
440,Battleship,44833,2012-04-11,3.205032,"[53, 28, 12, 878]"
441,Abraham Lincoln: Vampire Hunter,72331,2012-06-20,3.139219,"[28, 14, 27]"
442,Pitch Perfect,114150,2012-09-28,3.123411,"[35, 10402, 10749]"
443,Safe,72387,2012-04-16,3.078925,"[28, 80, 53]"
444,Madagascar 3: Europe's Most Wanted,80321,2012-06-06,3.056292,"[16, 10751]"
445,Sexual Chronicles of a French Family,112160,2012-05-09,3.009415,"[35, 18]"
446,Chronicle,76726,2012-02-01,2.966967,"[878, 18, 53]"
447,The Girl,133557,2012-10-22,2.960941,"[10770, 18]"
448,Starship Troopers: Invasion,114478,2012-07-21,2.95392,"[16, 28, 878]"
449,I Want You,109689,2012-06-22,2.93898,"[18, 10749]"
450,The Dictator,76493,2012-05-15,2.904406,[35]
451,The Woman in Black,65086,2012-02-01,2.889126,"[18, 27, 53]"
452,Step Up Revolution,85446,2012-07-26,2.866255,"[10402, 18, 10749]"
453,Dark Shadows,62213,2012-05-08,2.829951,"[35, 14]"
454,Universal Soldier: Day of Reckoning,122857,2012-10-04,2.826479,"[53, 28, 878, 27, 9648]"
455,Goats,84203,2012-08-10,2.773391,[35]
456,ParaNorman,77174,2012-08-03,2.749449,"[10751, 16, 12, 35]"
457,This Means War,59962,2012-02-14,2.736553,"[28, 35, 10749]"
458,The Hunt,103663,2012-08-28,2.734938,[18]
459,Man on a Ledge,49527,2012-01-13,2.729011,"[28, 53, 80]"
460,Seeking a Friend for the End of the World,88005,2012-06-22,2.713063,"[35, 18, 10749, 878]"
461,Wrong Turn 5: Bloodlines,125509,2012-10-23,2.707121,"[27, 53]"
462,Robot & Frank,84329,2012-08-16,2.703483,"[878, 35, 18, 80]"
463,Dredd,49049,2012-09-07,2.684251,"[28, 878]"
464,End of Watch,77016,2012-09-20,2.667688,"[80, 18, 53]"
465,Rise of the Zombies,140174,2012-10-27,2.638781,"[28, 27, 53]"
466,Magic Mike,77930,2012-06-28,2.629327,"[18, 35]"
467,Secret of the Wings,75258,2012-08-17,2.599865,"[16, 10751, 14, 12]"
468,Lincoln,72976,2012-11-09,2.575506,"[18, 10752]"
469,Zero Dark Thirty,97630,2012-12-19,2.569125,"[53, 18, 36]"
470,The Pirates! Band of Misfits,72197,2012-03-12,2.530076,"[16, 12, 10751, 35]"
471,Premium Rush,49526,2012-08-24,2.528153,"[80, 28, 53]"
472,Moonrise Kingdom,83666,2012-05-16,2.522343,"[35, 18, 10749]"
473,Safe House,59961,2012-02-09,2.513124,"[28, 53, 80, 9648]"
474,Wrath of the Titans,57165,2012-03-27,2.487611,[12]
475,Lockout,81796,2012-04-12,2.475084,"[28, 53, 878]"
476,Wolf Children,110420,2012-07-21,2.474591,"[16, 18, 10751, 14]"
477,The Vow,72570,2012-02-05,2.451736,"[18, 10749]"
478,House at the End of the Street,82505,2012-09-21,2.44096,"[27, 53]"
479,"Batman: The Dark Knight Returns, Part 1",123025,2012-09-06,2.43487,"[28, 16]"
480,Much Ado About Nothing,91739,2012-09-08,2.432162,[35]
481,The First Time,84199,2012-10-19,2.425763,"[18, 35, 10749]"
482,Savages,82525,2012-07-06,2.393025,"[80, 18, 53]"
483,Lawless,82633,2012-08-29,2.382715,"[80, 18]"
484,Iron Sky,10679,2012-03-10,2.360383,"[28, 35, 878]"
485,[REC]³ Genesis,80280,2012-03-30,2.3527,[27]
486,Bait,118957,2012-09-05,2.352324,"[28, 27, 53]"
487,Playing for Keeps,77875,2012-11-29,2.349906,"[35, 10749]"
488,Anna Karenina,96724,2012-09-06,2.349897,"[18, 10749]"
489,Ruby Sparks,103332,2012-07-25,2.343771,"[35, 10749, 14, 18]"
490,I Am Bruce Lee,84383,2012-02-09,2.323707,[99]
491,Seal Team Six: The Raid on Osama Bin Laden,130267,2012-11-04,2.319444,"[53, 28, 80, 18]"
492,Cleanskin,95516,2012-03-08,2.315664,"[18, 53, 80]"
493,The Cold Light of Day,77948,2012-04-04,2.301883,"[28, 53]"
494,Haywire,70435,2012-01-18,2.289685,"[28, 53]"
495,The Raven,70436,2012-03-09,2.289242,[53]
496,Thunderstruck,119738,2012-08-24,2.274098,[35]
497,Hemingway & Gellhorn,111839,2012-08-27,2.27243,"[10770, 18, 10749]"
498,Mirror Mirror,62764,2012-03-15,2.268161,"[12, 14, 18, 35, 878, 10751]"
499,Broken,109584,2012-08-22,2.264905,[18]
500,Pirates of the Caribbean: On Stranger Tides,1865,2011-05-14,9.641262,"[12, 28, 14]"
501,Harry Potter and the Deathly Hallows: Part 2,12445,2011-07-07,8.446809,"[12, 14]"
502,Thor,10195,2011-04-21,7.473513,"[12, 14, 28]"
503,Captain America: The First Avenger,1771,2011-07-22,6.400627,"[28, 12, 878]"
504,Rise of the Planet of the Apes,61791,2011-08-03,5.819921,"[53, 28, 18, 878]"
505,The Intouchables,77338,2011-11-02,5.064055,"[18, 35]"
506,Mission: Impossible - Ghost Protocol,56292,2011-12-07,4.921418,"[28, 53, 12]"
507,Green Lantern,44912,2011-06-16,4.774453,"[12, 28, 53, 878]"
508,Hotel Desire,82023,2011-12-07,4.727343,"[18, 10749]"
509,Midnight in Paris,59436,2011-05-11,4.513201,"[14, 35, 10749]"
510,The Smurfs,41513,2011-07-29,4.497537,"[16, 10751, 12, 35, 14]"
511,The Twilight Saga: Breaking Dawn - Part 1,50619,2011-03-15,4.330187,"[12, 14, 10749]"
512,Source Code,45612,2011-03-30,4.298761,"[53, 878, 9648]"
513,In Time,49530,2011-10-27,4.131626,"[28, 53, 878]"
514,Drive,64690,2011-01-10,4.113877,"[18, 28, 53, 80]"
515,Friends with Benefits,50544,2011-07-21,4.087656,"[10749, 35]"
516,Sucker Punch,23629,2011-03-24,4.016492,"[28, 14, 53]"
517,The Hangover Part II,45243,2011-05-25,3.951531,[35]
518,Desire,86331,2011-09-14,3.909721,"[18, 10749]"
519,Super 8,37686,2011-06-08,3.891307,"[53, 878, 9648]"
520,The Adjustment Bureau,38050,2011-03-03,3.795752,"[53, 10749, 14]"
521,Cars 2,49013,2011-06-11,3.773422,"[16, 10751, 12, 35]"
522,The Help,50014,2011-08-09,3.765058,[18]
523,Just Go with It,50546,2011-02-10,3.698092,"[10749, 35]"
524,The Thing,60935,2011-10-12,3.687304,"[27, 878, 9648, 53]"
525,Limitless,51876,2011-03-08,3.670126,"[53, 9648, 878]"
526,Horrible Bosses,51540,2011-07-08,3.650864,"[35, 80]"
527,Catarina and the others,280960,2011-03-01,3.495746,"[18, 9648]"
528,Real Steel,39254,2011-09-28,3.461935,"[28, 878, 18]"
529,Ghost Rider: Spirit of Vengeance,71676,2011-12-10,3.431099,"[28, 14, 53]"
530,The Lincoln Lawyer,50348,2011-03-17,3.421731,"[80, 18, 53]"
531,Kung Fu Panda 2,49444,2011-05-25,3.381294,"[16, 10751]"
532,Sherlock Holmes: A Game of Shadows,58574,2011-11-22,3.339769,"[12, 28, 80, 9648]"
533,Hugo,44826,2011-11-22,3.319934,"[12, 18, 10751]"
534,Cowboys & Aliens,49849,2011-07-29,3.304185,"[28, 878, 53, 37]"
535,Bad Teacher,52449,2011-05-16,3.29493,[35]
536,"Crazy, Stupid, Love.",50646,2011-07-29,3.294005,"[35, 18, 10749]"
537,Red Riding Hood,49730,2011-03-11,3.288185,[53]
538,The Adventures of Tintin,17578,2011-10-25,3.21961,"[12, 16, 28, 10751, 9648]"
539,No Strings Attached,41630,2011-01-21,3.174901,"[35, 10749]"
540,The Raid,94329,2011-09-08,3.118658,"[28, 53, 80]"
541,Abduction,59965,2011-09-22,3.09304,"[53, 28, 9648]"
542,Johnny English Reborn,58233,2011-09-15,3.022157,"[80, 12, 28, 35, 53]"
543,Hanna,50456,2011-04-07,3.018188,"[28, 53, 12]"
544,The Green Hornet,40805,2011-01-12,2.974828,"[28, 80, 35]"
545,Unknown,48138,2011-02-16,2.968693,"[28, 9648, 53]"
546,Rio,46195,2011-04-03,2.96272,"[16, 12, 35, 10751]"
547,The Three Musketeers,52451,2011-08-31,2.952215,"[12, 28, 53, 35]"
548,The Grey,75174,2011-12-11,2.951056,"[28, 18, 53]"
549,Sniper: Reloaded,58767,2011-04-26,2.940363,"[10752, 28, 53, 18]"
550,Footloose,68817,2011-10-06,2.940343,"[18, 10402, 10749]"
551,Melancholia,62215,2011-05-26,2.937597,"[18, 878]"
552,Paul,39513,2011-02-14,2.936773,"[12, 35, 878]"
553,War Horse,57212,2011-12-25,2.930124,"[18, 10752]"
554,Winnie the Pooh,51162,2011-04-13,2.899543,"[16, 10751]"
555,5 Days of War,50601,2011-04-14,2.887871,"[10752, 18]"
556,Final Destination 5,55779,2011-08-12,2.880486,"[27, 9648]"
557,I Am Number Four,46529,2011-02-18,2.869809,"[28, 53, 878, 12]"
558,Hell,73262,2011-09-20,2.850104,"[27, 878, 53]"
559,The Girl with the Dragon Tattoo,65754,2011-12-14,2.833309,"[53, 80, 9648, 18]"
560,Intruders,63207,2011-09-12,2.815049,"[27, 53, 18]"
561,Detachment,74308,2011-04-24,2.76719,[18]
562,Water for Elephants,55787,2011-03-15,2.754913,"[18, 10749]"
563,Beneath the Darkness,78461,2011-10-21,2.752454,[53]
564,The Change-Up,49520,2011-08-05,2.730964,[35]
565,The Mechanic,27582,2011-01-13,2.728167,"[28, 53, 80]"
566,Contagion,39538,2011-09-08,2.702279,"[18, 53, 878]"
567,Ice 2020,121442,2011-01-02,2.691532,"[53, 28, 878]"
568,EVA,77561,2011-10-28,2.691087,[878]
569,Puncture,72432,2011-09-23,2.672296,"[18, 9648]"
570,Extremely Loud & Incredibly Close,64685,2011-12-24,2.643651,[18]
571,I Don't Know How She Does It,70868,2011-09-16,2.629864,[35]
572,One Day,51828,2011-03-02,2.609113,"[18, 10749]"
573,"Guns, Girls and Gambling",132923,2011-11-14,2.588066,"[80, 53]"
574,Puss in Boots,417859,2011-10-28,2.581605,"[28, 12, 16, 10751, 14]"
575,Blitz,55846,2011-05-20,2.557689,"[80, 28, 53]"
576,Salmon Fishing in the Yemen,81025,2011-09-10,2.555656,[18]
577,Battle: Los Angeles,44943,2011-03-08,2.54035,"[28, 878]"
578,Soul Surfer,43959,2011-04-08,2.523863,"[28, 18]"
579,Headhunters,70670,2011-08-04,2.519461,"[53, 80]"
580,The Eagle,49494,2011-02-08,2.517336,"[12, 18]"
581,Wrong Turn 4: Bloody Beginnings,71672,2011-10-17,2.515399,"[27, 53]"
582,The Descendants,65057,2011-09-09,2.513535,"[35, 18]"
583,The Tree of Life,8967,2011-05-18,2.49308,"[18, 14]"
584,You May Not Kiss the Bride,73500,2011-04-03,2.475123,"[28, 80, 35, 10749]"
585,Passion Play,38753,2011-05-06,2.46802,"[18, 10749, 53]"
586,Moneyball,60308,2011-09-22,2.448527,[18]
587,The Sorcerer and the White Snake,75948,2011-09-27,2.447627,"[28, 14]"
588,Rango,44896,2011-03-02,2.434512,"[16, 35, 10751, 37, 12]"
589,Season of the Witch,23047,2011-01-07,2.433244,"[12, 14, 28]"
590,Killer Elite,49021,2011-09-23,2.432964,"[28, 12, 53]"
591,Colombiana,62835,2011-07-27,2.4198,"[28, 53, 80, 18]"
592,A Little Bit of Heaven,45156,2011-02-03,2.406438,"[35, 18, 10749]"
593,Warrior,59440,2011-09-09,2.402561,"[28, 18]"
594,This Must Be the Place,53487,2011-10-01,2.399639,[18]
595,Shame,76025,2011-10-02,2.380797,[18]
596,Scream 4,41446,2011-04-11,2.364032,"[27, 9648]"
597,From Up on Poppy Hill,83389,2011-07-16,2.359357,"[16, 18]"
598,50/50,40807,2011-09-30,2.345475,"[35, 18]"
599,Attack the Block,59678,2011-05-12,2.329531,"[28, 35, 878]"
600,Inception,27205,2010-07-14,9.043461,"[28, 53, 878, 9648, 12]"
601,Despicable Me,20352,2010-07-08,7.803256,"[10751, 16]"
602,Harry Potter and the Deathly Hallows: Part 1,12444,2010-10-17,7.65189,"[12, 14, 10751]"
603,Iron Man 2,10138,2010-04-28,7.546242,"[12, 28, 878]"
604,Shutter Island,11324,2010-02-18,5.890686,"[18, 53, 9648]"
605,The Expendables,27578,2010-08-03,5.647352,"[28, 53]"
606,The Social Network,37799,2010-09-30,5.38782,[18]
607,Black Swan,44214,2010-12-02,5.073534,"[18, 9648, 53]"
608,How to Train Your Dragon,10191,2010-03-05,5.053168,"[14, 12, 16, 10751]"
609,The King's Speech,45269,2010-09-06,4.981495,"[18, 36]"
610,Tangled,38757,2010-11-24,4.956782,"[16, 10751]"
611,Alice in Wonderland,12155,2010-03-03,4.812229,"[10751, 14, 12]"
612,The Twilight Saga: Eclipse,24021,2010-06-23,4.715217,"[12, 14, 18, 10749]"
613,Kick-Ass,23483,2010-03-22,4.561725,"[28, 80]"
614,Percy Jackson & the Olympians: The Lightning Thief,32657,2010-02-01,4.454131,"[12, 14, 10751]"
615,Scott Pilgrim vs. the World,22538,2010-07-27,4.174538,"[28, 12, 35]"
616,Prince of Persia: The Sands of Time,9543,2010-05-19,3.952975,"[12, 14, 28, 10749]"
617,127 Hours,44115,2010-11-05,3.751127,"[12, 18, 53]"
618,The Sorcerer's Apprentice,27022,2010-07-13,3.744686,"[14, 12, 28, 35, 18]"
619,The Book of Eli,20504,2010-01-14,3.703158,"[28, 53, 878]"
620,Never Let Me Go,42188,2010-09-15,3.656726,"[18, 10749, 878]"
621,Toy Story 3,10193,2010-06-16,3.596222,"[16, 10751, 35]"
622,TRON: Legacy,20526,2010-12-10,3.533202,"[12, 28, 878]"
623,The Last Airbender,10196,2010-06-30,3.496175,"[28, 12, 10751, 14]"
624,Shrek Forever After,10192,2010-05-16,3.467861,"[35, 12, 14, 16, 10751]"
625,Robin Hood,20662,2010-05-12,3.463864,[28]
626,Easy A,37735,2010-09-10,3.404276,[35]
627,Love & Other Drugs,43347,2010-11-22,3.352178,"[18, 35, 10749]"
628,Salt,27576,2010-07-21,3.345997,"[28, 53, 80, 9648]"
629,Due Date,41733,2010-11-04,3.243547,"[35, 18]"
630,The Chronicles of Narnia: The Voyage of the Dawn Treader,10140,2010-08-13,3.188329,"[12, 10751, 14]"
631,True Grit,44264,2010-12-22,3.185458,"[18, 12, 37]"
632,The Secret World of Arrietty,51739,2010-07-16,3.175301,"[14, 16, 10751]"
633,Megamind,38055,2010-10-28,3.067095,"[16, 28, 35, 10751, 878]"
634,Eat Pray Love,38167,2010-08-12,3.040626,[18]
635,Predators,34851,2010-07-03,2.99731,"[28, 878, 12, 53]"
636,The Town,23168,2010-09-15,2.973207,"[80, 18, 53]"
637,The Human Centipede 2 (Full Sequence),74997,2010-08-21,2.962233,"[18, 27, 80]"
638,The Tourist,37710,2010-12-08,2.886532,"[28, 53, 10749]"
639,Death Race 2,51620,2010-11-12,2.885981,"[28, 53, 878]"
640,A Nightmare on Elm Street,23437,2010-04-30,2.84871,"[27, 9648, 53]"
641,The A-Team,34544,2010-06-10,2.832896,"[53, 28, 12, 35, 80]"
642,Step Up 3D,41233,2010-08-04,2.7892,"[18, 10749]"
643,Dear John,22971,2010-02-04,2.783807,"[18, 10749, 10752]"
644,The Fighter,45317,2010-12-17,2.771566,[18]
645,Stone,44113,2010-10-07,2.734049,[18]
646,RED,39514,2010-10-13,2.733657,"[28, 12, 35, 80, 53]"
647,Legend of the Guardians: The Owls of Ga'Hoole,41216,2010-07-10,2.660689,"[16, 12, 10751, 14]"
648,Insidious,49018,2010-09-13,2.656818,"[27, 53]"
649,Cop Out,23742,2010-02-26,2.648283,"[28, 35, 80]"
650,The Wolfman,7978,2010-02-11,2.635421,"[18, 27, 53]"
651,Saw: The Final Chapter,41439,2010-10-21,2.614087,"[27, 80]"
652,Lost Boys: The Thirst,46812,2010-05-12,2.602603,"[28, 12, 35]"
653,She's Out of My League,34016,2010-03-11,2.578393,"[35, 10749]"
654,Essential Killing,48243,2010-09-06,2.550095,"[53, 10752]"
655,Life As We Know It,38408,2010-10-02,2.52598,"[35, 10749, 18]"
656,Leap Year,25195,2010-01-08,2.507711,"[10749, 35]"
657,Furry Vengeance,35169,2010-04-02,2.487852,[35]
658,Clash of the Titans,18823,2010-04-01,2.486467,"[12, 14, 28]"
659,The Next Three Days,43539,2010-11-18,2.478207,"[10749, 18, 53, 80]"
660,The Ward,45657,2010-09-13,2.47654,"[27, 53]"
661,Arthur 3: The War of the Two Worlds,42949,2010-08-22,2.47621,"[16, 12, 14, 10751]"
662,Knight and Day,37834,2010-06-15,2.46622,"[28, 35]"
663,The Conspirator,60309,2010-09-10,2.454006,"[80, 18, 36]"
664,Grown Ups,38365,2010-06-24,2.449971,[35]
665,Hot Tub Time Machine,23048,2010-03-26,2.436853,"[878, 35, 12]"
666,Frozen,44363,2010-02-05,2.430502,[53]
667,13,44982,2010-03-12,2.406582,"[18, 53]"
668,Lake Placid 3,44037,2010-08-21,2.39629,"[27, 28, 878, 53]"
669,Heartbreaker,41211,2010-03-17,2.39621,"[10749, 35]"
670,Nanny McPhee and the Big Bang,35019,2010-03-26,2.380934,"[35, 14]"
671,The Karate Kid,38575,2010-06-10,2.378641,"[28, 12, 18, 10751]"
672,It's Kind of a Funny Story,43923,2010-07-06,2.374791,"[35, 18]"
673,Student Services,65496,2010-01-18,2.370116,[18]
674,The Whistleblower,65760,2010-09-13,2.354526,"[18, 53, 80]"
675,Burlesque,42297,2010-11-23,2.345158,"[18, 10749]"
676,Open Season 3,51170,2010-01-25,2.329626,"[16, 10751, 35]"
677,Senna,58496,2010-10-07,2.323807,[99]
678,Peacock,11761,2010-04-20,2.322761,"[9648, 53]"
679,Tucker and Dale vs Evil,46838,2010-01-22,2.321366,"[35, 27]"
680,Tinker Bell and the Great Fairy Rescue,44683,2010-08-13,2.30489,"[16, 12, 10751, 14]"
681,Brighton Rock,62728,2010-09-13,2.3028,"[18, 53, 80]"
682,The Lost Future,50674,2010-11-13,2.300332,"[10770, 12, 14, 878]"
683,The Spy Next Door,23172,2010-01-15,2.281748,"[28, 35, 10751]"
684,Valentine's Day,32856,2010-02-10,2.274446,"[35, 10749]"
685,Let Me In,41402,2010-10-01,2.253622,"[18, 27, 9648]"
686,The Ghost Writer,11439,2010-02-12,2.250379,"[53, 9648]"
687,The Losers,34813,2010-04-23,2.238395,"[28, 12, 80, 9648, 53]"
688,A Turtle's Tale: Sammy's Adventures,49953,2010-08-03,2.232526,"[16, 10751]"
689,Burke & Hare,50204,2010-10-29,2.230831,"[35, 53]"
690,Point Blank,61404,2010-12-01,2.217766,"[28, 53, 80]"
691,4.3.2.1,44877,2010-06-02,2.215726,"[28, 53, 80, 10749]"
692,Green Zone,22972,2010-03-11,2.214405,"[28, 12, 18, 53]"
693,The Tortured,47518,2010-06-15,2.202623,[27]
694,Takers,22907,2010-08-26,2.201904,"[28, 80, 18, 53]"
695,Nine Dead,34335,2010-01-01,2.200589,"[80, 18, 27, 53]"
696,Mr. Nice,46934,2010-10-07,2.18975,"[80, 18, 35]"
697,Tooth Fairy,23023,2010-01-14,2.179957,"[35, 10751, 14]"
698,The Romantics,41556,2010-09-10,2.176827,"[35, 18, 10749]"
699,And Soon the Darkness,33107,2010-02-25,2.175085,"[27, 53, 80, 9648]"
700,Avatar,19995,2009-12-10,11.105774,"[28, 12, 14, 878]"
701,Dogtooth,38810,2009-06-01,7.720353,[18]
702,Up,14160,2009-05-13,7.380813,"[16, 35, 10751, 12]"
703,Harry Potter and the Half-Blood Prince,767,2009-07-07,6.652388,"[12, 14, 10751]"
704,The Hangover,18785,2009-06-05,5.492018,[35]
705,Star Trek,13475,2009-05-06,5.355768,"[878, 28, 12]"
706,Terminator Salvation,534,2009-05-20,5.048126,"[18, 28, 53, 878]"
707,Inglourious Basterds,16869,2009-08-18,4.802145,"[18, 28, 53, 10752]"
708,The Twilight Saga: New Moon,18239,2009-03-15,4.404043,"[12, 14, 18, 10749]"
709,Sherlock Holmes,10528,2009-12-23,4.39505,"[12, 18, 28, 35, 53, 80, 9648]"
710,Ice Age: Dawn of the Dinosaurs,8355,2009-06-29,4.368313,"[16, 35, 10751, 12]"
711,9,12244,2009-08-19,4.24447,"[28, 12, 16, 878, 53]"
712,Watchmen,13183,2009-03-05,4.10126,"[28, 9648, 878]"
713,District 9,17654,2009-08-05,4.001343,"[28, 53, 878]"
714,The Princess and the Frog,10198,2009-12-08,3.578952,"[10749, 10751, 16, 10402]"
715,Underworld: Rise of the Lycans,12437,2009-01-22,3.523318,"[14, 28, 12, 878, 53]"
716,Mr. Nobody,31011,2009-09-11,3.510454,"[878, 18, 10749, 14]"
717,Zombieland,19908,2009-10-07,3.369203,"[35, 27]"
718,Moon,17431,2009-06-12,3.308566,"[878, 18]"
719,Night at the Museum: Battle of the Smithsonian,18360,2009-05-20,3.304729,"[12, 14, 28, 35, 10751]"
